Country,Region,Year,Water Source Type,Contaminant Level (ppm),pH Level,Turbidity (NTU),Dissolved Oxygen (mg/L),Nitrate Level (mg/L),Lead Concentration (µg/L),Bacteria Count (CFU/mL),Water Treatment Method,Access to Clean Water (% of Population),"Diarrheal Cases per 100,000 people","Cholera Cases per 100,000 people","Typhoid Cases per 100,000 people","Infant Mortality Rate (per 1,000 live births)",GDP per Capita (USD),Healthcare Access Index (0-100),Urbanization Rate (%),Sanitation Coverage (% of Population),Rainfall (mm per year),Temperature (°C),Population Density (people per km²),Geo_area,Population,Actual_cases
Bangladesh,East,2011,River,5.49,6.62,1.25,5.14,4.74,16.78,2066,Chlorination,64,259,30,41,39,23174,84.57,31,38,1041,2.73,31,46544,1442864,432
Bangladesh,Central,2011,Tap,4.26,7.11,4.21,3.78,7.68,5.83,794,Filtration,88,303,46,27,32,60390,85.85,22,23,1624,26.58,132,31178,4115496,1893
Bangladesh,East,2001,Well,5.81,7.44,0.06,3.96,13.14,16.12,1909,Chlorination,35,74,6,80,61,2783,28.9,36,99,604,3.47,92,46544,4282048,256
Bangladesh,Central,2011,Pond,5.32,7.06,4.31,4.83,22.75,8.81,901,Boiling,89,57,23,21,3,84539,62.88,25,61,2437,0.2,370,31178,11535860,2653
Bangladesh,South,2015,River,3.24,6.04,4.25,3.73,26.83,3.14,2250,Boiling,31,447,9,57,7,75034,88.51,29,81,2046,31.31,886,13225,11717350,1054
Bangladesh,South,2021,Lake,9.04,7.08,0.39,7.79,42.23,1.52,4149,Boiling,66,300,35,62,2,26185,49.19,23,36,2815,29.86,67,13225,886075,310
Bangladesh,West,2001,River,5.24,7.8,4.0,4.69,29.44,3.63,4910,Boiling,91,415,43,17,7,8322,89.74,44,57,2146,30.32,484,40437,19571508,8415
Bangladesh,Central,2006,River,8.63,6.53,3.25,6.53,42.36,16.5,3102,No treatment,99,30,22,50,91,18462,13.71,53,89,2632,39.94,220,31178,6859160,1509
Bangladesh,East,2006,River,0.47,8.44,2.48,3.69,33.11,11.78,332,Chlorination,53,178,32,45,80,88732,75.86,17,79,2427,32.3,391,46544,18198704,5823
Bangladesh,North,2010,Spring,3.97,6.2,4.39,7.42,11.65,0.16,3282,Filtration,50,34,27,5,61,69464,55.63,23,91,1048,11.1,637,34338,21873306,5905
Bangladesh,North,2006,Well,8.77,6.22,4.67,6.61,36.11,2.08,4369,Chlorination,62,404,18,51,91,72448,12.1,69,92,2198,8.27,932,34338,32003016,5760
Bangladesh,West,2012,Pond,3.61,8.07,3.72,6.16,27.91,14.45,1948,No treatment,86,490,10,21,61,77861,43.56,30,50,290,19.39,719,40437,29074203,2907
Bangladesh,East,2021,Well,4.96,7.33,1.03,5.26,41.7,8.99,3282,Chlorination,86,468,4,99,42,53434,50.89,16,48,1028,14.51,604,46544,28112576,1124
Bangladesh,Central,2010,River,8.33,7.94,0.76,6.13,44.2,18.56,4957,Chlorination,61,372,6,3,89,26521,44.7,70,66,2508,25.43,525,31178,16368450,982
Bangladesh,North,2001,Well,8.35,7.48,3.44,9.67,23.91,0.77,3723,Chlorination,90,251,3,94,46,64213,31.58,15,72,535,16.07,220,34338,7554360,226
Bangladesh,South,2007,Well,7.52,6.36,0.77,7.1,25.38,18.4,2097,No treatment,64,421,35,99,39,13976,29.49,49,69,351,12.5,927,13225,12259575,4290
Bangladesh,West,2019,Pond,7.17,6.53,2.91,8.06,28.81,17.66,2356,No treatment,31,468,11,81,39,33179,60.7,38,26,2939,9.93,993,40437,40153941,4416
Bangladesh,North,2001,Pond,8.64,7.49,1.28,7.08,48.3,8.83,1579,Filtration,47,409,48,41,88,14634,15.88,22,48,432,23.01,14,34338,480732,230
Bangladesh,West,2023,Tap,6.53,8.31,2.97,9.15,38.1,11.81,3805,Filtration,56,266,31,68,30,38150,97.13,58,25,2769,19.83,97,40437,3922389,1215
Bangladesh,West,2014,Spring,8.48,6.66,2.49,4.38,0.1,2.12,1606,Chlorination,98,156,46,98,5,21445,1.17,62,44,1356,16.66,210,40437,8491770,3906
Bangladesh,East,2012,Lake,8.61,8.02,0.07,5.91,24.5,6.05,4344,Boiling,73,339,20,43,50,20019,5.06,65,49,2964,4.85,639,46544,29741616,5948
Bangladesh,East,2002,River,3.92,6.63,0.21,8.06,30.85,10.13,2400,No treatment,51,177,18,96,20,54059,23.68,36,59,707,31.27,711,46544,33092784,5956
Bangladesh,West,2011,Spring,7.58,8.09,4.77,6.59,27.42,8.79,2072,No treatment,40,427,19,38,24,30257,37.85,82,62,1952,8.68,49,40437,1981413,376
Bangladesh,West,2003,Spring,5.5,6.06,1.88,4.58,40.07,15.98,3287,No treatment,43,177,42,29,99,47443,26.15,80,69,2964,23.61,42,40437,1698354,713
Bangladesh,East,2022,Spring,0.77,6.1,1.17,4.53,17.63,3.28,2330,Boiling,59,493,42,12,85,81053,74.42,29,78,835,11.19,729,46544,33930576,14250
Bangladesh,East,2005,Lake,5.92,7.4,2.86,3.75,28.74,13.91,4048,Boiling,61,207,30,65,28,9627,37.33,36,82,1796,16.06,372,46544,17314368,5194
Bangladesh,North,2006,River,5.39,7.43,0.18,5.69,17.32,14.51,1399,No treatment,38,432,38,21,20,8717,79.18,32,45,2939,28.08,250,34338,8584500,3262
Bangladesh,South,2009,Tap,6.64,8.34,2.92,8.27,27.86,11.86,883,Boiling,80,217,1,93,14,93979,39.23,89,42,1186,31.55,894,13225,11823150,118
Bangladesh,East,2016,Spring,6.5,8.24,4.59,7.56,40.4,10.13,928,Boiling,36,418,18,87,21,26108,80.11,84,20,749,31.94,400,46544,18617600,3351
Bangladesh,East,2016,Spring,8.34,8.27,0.78,7.97,0.57,16.42,4266,Chlorination,48,250,0,11,51,35311,71.17,85,52,2584,23.63,926,46544,43099744,0
Bangladesh,North,2012,River,6.45,8.04,0.77,7.84,45.32,16.11,684,Chlorination,67,314,38,33,92,52104,79.49,83,62,1535,8.91,93,34338,3193434,1213
Bangladesh,East,2022,Tap,7.84,7.39,1.85,5.79,4.24,2.86,3013,Boiling,43,203,23,29,52,50606,96.11,36,71,1184,2.95,76,46544,3537344,813
Bangladesh,Central,2023,River,2.11,7.97,3.78,9.47,43.47,1.65,4224,Boiling,75,21,43,62,59,93455,48.34,21,38,1404,30.93,832,31178,25940096,11154
Bangladesh,West,2016,River,4.81,8.41,4.12,9.82,30.26,16.15,341,Boiling,79,303,24,43,32,77152,24.48,49,36,1661,27.1,288,40437,11645856,2795
Bangladesh,North,2023,Pond,6.45,7.14,3.27,5.19,5.76,11.4,3524,Chlorination,54,486,28,50,22,97141,50.71,45,42,693,7.25,608,34338,20877504,5845
Bangladesh,Central,2013,Pond,4.23,8.47,4.17,6.15,39.68,10.12,86,Chlorination,70,219,26,72,28,51393,15.82,45,90,1196,39.61,191,31178,5954998,1548
Bangladesh,Central,2014,Tap,6.91,7.71,4.26,3.3,12.06,8.53,1867,Chlorination,93,352,37,54,77,45512,59.07,10,96,1318,34.69,160,31178,4988480,1845
Bangladesh,North,2012,Lake,0.44,7.01,4.31,6.7,6.07,14.83,3948,Filtration,82,242,14,92,92,58232,96.87,52,28,2263,11.56,422,34338,14490636,2028
Bangladesh,West,2005,Pond,9.48,8.08,2.56,3.16,38.46,9.76,2573,Filtration,87,369,3,80,43,5827,1.9,74,97,1032,30.36,730,40437,29519010,885
Bangladesh,South,2000,Tap,8.78,6.07,3.13,5.33,5.26,3.66,1403,Filtration,65,246,42,4,79,88032,14.91,55,77,2080,25.55,395,13225,5223875,2194
Bangladesh,North,2003,Pond,2.54,7.94,0.15,5.33,19.52,17.66,1405,Boiling,69,497,2,34,83,48766,31.15,80,57,2116,0.22,562,34338,19297956,385
Bangladesh,South,2010,Spring,3.77,8.35,0.38,4.09,34.82,17.96,1483,Chlorination,52,358,36,35,80,4926,53.05,50,51,971,24.43,390,13225,5157750,1856
Bangladesh,West,2020,Spring,7.17,7.34,3.91,4.7,14.88,19.45,2390,Boiling,93,219,37,65,51,41522,37.5,58,60,1888,33.83,768,40437,31055616,11490
Bangladesh,West,2024,Lake,8.45,7.68,2.68,7.24,13.81,7.05,4612,Filtration,90,31,12,72,75,16382,13.58,38,42,1548,27.86,481,40437,19450197,2334
Bangladesh,South,2001,River,0.64,8.22,4.16,5.48,46.71,15.56,1206,Chlorination,60,310,14,3,56,25737,88.75,12,87,245,20.88,568,13225,7511800,1051
Bangladesh,West,2016,Tap,6.72,7.43,1.21,4.38,44.9,3.77,4737,Filtration,51,397,30,63,65,14517,47.24,68,91,1301,29.16,889,40437,35948493,10784
Bangladesh,West,2017,Pond,4.52,6.52,4.13,3.23,38.04,16.71,4703,No treatment,90,276,27,99,41,24821,24.35,14,26,759,22.91,115,40437,4650255,1255
Bangladesh,North,2019,Spring,0.01,7.62,4.1,5.5,38.61,10.01,2095,Filtration,53,138,11,75,39,58004,49.5,15,25,2562,15.7,728,34338,24998064,2749
Bangladesh,Central,2008,Lake,4.86,7.78,0.56,6.62,15.24,12.92,1471,Filtration,85,86,12,18,90,15223,92.92,16,42,2117,8.11,557,31178,17366146,2083
Bangladesh,North,2000,Spring,4.35,8.12,0.8,5.08,13.72,13.31,2671,Boiling,73,291,13,88,66,1276,86.04,28,96,652,16.82,825,34338,28328850,3682
Bangladesh,South,2017,Well,2.61,6.71,3.77,6.05,34.11,7.86,3614,Chlorination,78,136,26,12,34,74559,80.86,79,20,2689,39.38,326,13225,4311350,1120
Bangladesh,West,2013,River,2.52,6.94,1.77,5.46,35.03,0.2,601,Filtration,31,352,19,65,60,56542,47.72,25,57,684,21.01,122,40437,4933314,937
Bangladesh,East,2010,River,1.31,7.61,3.89,3.71,3.19,9.02,620,Boiling,59,386,25,21,90,84068,68.97,86,92,2132,11.79,991,46544,46125104,11531
Bangladesh,South,2005,Lake,4.11,8.13,2.92,3.47,38.87,6.88,4259,No treatment,51,75,40,21,60,95831,66.41,89,48,555,23.46,895,13225,11836375,4734
Bangladesh,South,2020,Well,1.07,8.36,3.42,9.26,14.77,0.09,3677,No treatment,66,422,34,85,22,35628,43.55,34,55,2622,25.83,65,13225,859625,292
Bangladesh,East,2019,Spring,1.96,7.53,3.0,7.43,9.56,16.94,4220,No treatment,64,270,12,4,32,13551,21.54,24,36,2847,37.75,933,46544,43425552,5211
Bangladesh,South,2018,Tap,6.33,8.37,3.62,4.24,24.91,2.2,4537,Chlorination,70,413,24,21,39,20116,88.85,59,55,2980,11.9,382,13225,5051950,1212
Bangladesh,East,2017,River,8.23,6.98,1.55,5.45,28.3,0.01,1535,Filtration,74,28,33,68,52,47672,20.15,83,66,563,26.56,344,46544,16011136,5283
Bangladesh,West,2001,Pond,2.56,8.13,2.73,5.45,32.96,6.88,1423,No treatment,88,472,44,83,4,62008,56.94,31,79,2289,29.73,78,40437,3154086,1387
Bangladesh,South,2017,Lake,1.84,7.6,1.35,9.01,33.27,8.15,1203,Boiling,93,11,32,68,25,70248,43.12,19,55,1544,33.96,531,13225,7022475,2247
Bangladesh,South,2001,Pond,6.72,6.31,0.47,7.17,12.06,6.17,1737,Filtration,36,406,26,96,57,67510,15.6,64,84,984,13.78,872,13225,11532200,2998
Bangladesh,North,2007,River,1.58,7.15,0.89,8.69,5.49,3.29,2543,Boiling,79,421,3,56,89,35339,26.57,33,83,2310,29.99,816,34338,28019808,840
Bangladesh,South,2023,Spring,4.87,8.16,2.71,4.4,46.78,19.78,4532,No treatment,43,121,1,91,84,69490,39.73,70,89,1433,34.12,980,13225,12960500,129
Bangladesh,North,2010,Pond,0.6,7.29,4.49,8.05,14.34,12.52,2831,No treatment,56,106,7,90,28,11039,26.1,37,84,1655,32.32,778,34338,26714964,1870
Bangladesh,Central,2023,Spring,6.5,6.69,4.76,4.19,46.08,1.01,1783,Filtration,80,76,18,67,73,96997,27.65,33,97,2445,15.35,688,31178,21450464,3861
Bangladesh,West,2013,River,8.84,8.19,2.71,8.71,13.43,7.73,3074,Boiling,85,35,47,44,39,49838,56.79,72,77,851,17.86,518,40437,20946366,9844
Bangladesh,East,2018,Lake,6.17,6.41,4.6,9.62,27.82,18.34,3068,Filtration,95,334,1,66,67,78681,39.45,78,83,1332,4.89,713,46544,33185872,331
Bangladesh,East,2001,Lake,7.61,8.23,4.51,8.09,34.24,6.49,2707,Chlorination,98,19,34,35,95,67451,13.72,73,57,546,27.64,203,46544,9448432,3212
Bangladesh,South,2014,Spring,2.74,7.32,4.29,4.54,27.03,15.6,4671,Chlorination,56,102,48,9,6,93746,90.02,78,67,2869,30.4,578,13225,7644050,3669
Bangladesh,East,2006,River,1.26,7.91,4.94,5.48,8.64,1.72,4101,Filtration,81,273,15,2,56,58528,37.96,77,84,1914,18.18,941,46544,43797904,6569
Bangladesh,South,2016,River,7.08,7.79,2.97,6.8,40.82,18.76,1058,Filtration,38,349,33,43,21,6707,58.9,37,69,2574,7.95,568,13225,7511800,2478
Bangladesh,South,2022,River,5.13,7.69,4.56,8.44,23.17,5.23,3159,Filtration,56,252,21,72,47,65900,70.63,49,94,1456,22.65,943,13225,12471175,2618
Bangladesh,North,2008,River,5.78,7.73,2.07,6.07,43.07,0.43,3250,Chlorination,99,6,12,1,5,24150,69.16,86,42,1715,26.24,433,34338,14868354,1784
Bangladesh,South,2010,Well,3.43,6.36,0.61,9.56,4.96,18.9,2454,Filtration,38,331,28,79,41,74154,44.45,66,97,867,36.91,572,13225,7564700,2118
Bangladesh,Central,2013,Tap,0.54,7.36,0.32,3.7,43.93,13.82,2383,Filtration,37,375,0,47,72,1804,51.32,33,89,2550,37.11,222,31178,6921516,0
Bangladesh,East,2010,Well,8.43,7.81,3.12,8.61,44.33,6.23,1375,Boiling,34,350,5,97,94,83529,22.32,72,69,2603,28.19,145,46544,6748880,337
Bangladesh,West,2010,Well,3.93,6.13,0.33,6.5,13.3,5.49,993,Filtration,75,452,47,18,93,14991,6.1,31,38,759,4.69,873,40437,35301501,16591
Bangladesh,Central,2009,Lake,4.25,7.49,0.75,8.08,28.12,19.86,3091,Boiling,81,98,12,61,46,79438,78.13,60,33,1024,20.03,237,31178,7389186,886
Bangladesh,Central,2008,Lake,9.56,7.41,3.98,9.33,37.7,10.37,4454,Boiling,77,159,3,48,26,88752,3.86,80,44,1151,8.23,983,31178,30647974,919
Bangladesh,Central,2019,Lake,3.7,6.81,4.78,6.02,46.51,1.26,3050,No treatment,39,16,0,70,57,16978,6.66,76,83,2380,17.81,60,31178,1870680,0
Bangladesh,East,2002,River,6.04,7.4,4.5,4.22,36.25,9.17,436,Filtration,56,251,9,20,9,37199,86.73,50,99,1187,17.03,197,46544,9169168,825
Bangladesh,Central,2023,Well,3.01,7.47,4.08,7.63,5.76,2.68,1767,Boiling,51,301,0,56,51,58660,13.74,16,80,419,15.67,844,31178,26314232,0
Bangladesh,West,2001,Spring,2.2,6.99,2.65,8.33,47.77,7.14,164,Chlorination,51,149,46,44,65,85675,17.56,39,67,2114,25.97,584,40437,23615208,10862
Bangladesh,North,2018,River,3.54,6.16,1.16,6.5,34.38,7.88,3871,Filtration,92,287,23,26,85,52525,44.48,28,96,2938,28.45,564,34338,19366632,4454
Bangladesh,South,2008,Lake,7.59,7.64,4.2,6.28,40.06,7.31,1338,No treatment,65,105,10,98,40,92014,44.31,28,44,546,27.47,382,13225,5051950,505
Bangladesh,North,2009,Lake,1.91,6.24,1.71,6.96,44.37,2.8,808,Boiling,45,19,8,33,56,29464,26.89,64,66,2002,30.92,925,34338,31762650,2541
Bangladesh,West,2005,Lake,7.94,7.06,3.69,5.6,38.13,12.07,2136,No treatment,88,297,0,1,87,77703,18.22,19,65,720,20.17,400,40437,16174800,0
Bangladesh,Central,2013,Lake,3.85,6.61,2.42,9.33,39.46,12.46,1492,No treatment,38,367,8,10,75,35437,84.08,69,70,2217,38.69,869,31178,27093682,2167
Bangladesh,East,2012,Well,8.21,7.63,4.52,8.08,36.86,18.92,4718,No treatment,42,217,26,94,52,10309,22.56,84,41,1707,26.58,773,46544,35978512,9354
Bangladesh,Central,2012,Tap,2.15,6.25,1.71,5.87,25.67,1.51,4497,Chlorination,64,281,22,71,85,19999,35.68,74,48,1493,26.77,296,31178,9228688,2030
Bangladesh,Central,2003,Spring,5.98,8.3,3.99,7.55,48.33,11.3,4666,No treatment,64,182,10,98,74,64041,35.75,77,82,555,6.97,229,31178,7139762,713
Bangladesh,Central,2003,River,7.86,7.0,0.15,7.55,38.34,14.02,4537,Filtration,81,44,12,29,40,66695,97.63,49,54,786,3.92,542,31178,16898476,2027
Bangladesh,Central,2020,Well,7.14,6.18,1.74,8.41,2.03,17.13,2193,Filtration,51,283,35,52,99,44917,78.85,31,20,1945,14.76,401,31178,12502378,4375
Bangladesh,Central,2021,Tap,3.07,6.56,1.33,9.39,27.42,6.18,1324,Filtration,66,273,41,40,29,53390,49.51,73,46,1216,31.86,136,31178,4240208,1738
Bangladesh,North,2021,Lake,9.5,6.85,0.69,8.56,45.02,19.14,496,Chlorination,95,35,44,54,53,90479,49.97,32,93,938,36.06,985,34338,33822930,14882
Bangladesh,East,2006,Lake,6.9,7.73,4.05,7.68,47.72,18.4,3390,Chlorination,98,460,29,34,99,97140,15.35,41,92,2123,30.53,943,46544,43890992,12728
Bangladesh,North,2002,Well,1.28,6.36,2.24,3.31,12.67,10.99,3742,No treatment,75,392,20,37,87,64951,44.41,83,60,1091,7.65,292,34338,10026696,2005
Bangladesh,Central,2009,Tap,9.48,6.42,0.49,6.22,14.01,10.79,4204,Filtration,47,371,0,14,9,52202,45.12,10,63,960,32.17,667,31178,20795726,0
Bangladesh,East,2011,Lake,5.61,6.26,0.8,8.25,21.66,11.88,2779,Chlorination,52,372,8,78,6,68192,25.5,23,75,2191,18.72,983,46544,45752752,3660
Bangladesh,West,2022,Well,8.53,6.33,3.17,3.27,20.89,14.87,896,Chlorination,90,104,47,10,70,2065,11.51,57,37,1251,8.28,535,40437,21633795,10167
Bangladesh,North,2011,River,9.91,8.01,3.16,5.41,28.39,5.65,3716,Boiling,30,84,47,20,12,32325,55.6,80,22,1937,37.74,219,34338,7520022,3534
Bangladesh,West,2024,Lake,2.99,7.54,3.33,5.74,10.15,14.18,2249,Filtration,96,433,3,95,83,77039,58.41,10,89,2649,6.14,355,40437,14355135,430
Bangladesh,South,2017,River,2.05,6.15,4.37,5.82,34.93,16.01,1534,No treatment,34,292,18,64,9,78853,17.18,20,20,2179,9.81,615,13225,8133375,1464
Bangladesh,East,2022,Lake,7.12,7.39,2.29,4.33,37.91,10.55,180,Chlorination,53,323,35,56,74,55658,13.83,64,83,1863,11.06,19,46544,884336,309
Bangladesh,Central,2004,Tap,6.13,7.76,4.94,9.03,37.07,6.77,4307,Boiling,56,401,15,23,70,18252,12.11,69,80,1262,38.97,456,31178,14217168,2132
Bangladesh,East,2011,Lake,8.51,6.54,2.73,3.85,15.15,11.58,2933,Chlorination,95,106,26,67,71,93464,8.77,10,80,667,20.4,680,46544,31649920,8228
Bangladesh,North,2001,Pond,7.34,6.76,3.14,7.69,49.62,2.78,487,No treatment,80,324,34,85,65,22997,61.34,57,52,555,1.46,368,34338,12636384,4296
Bangladesh,Central,2005,Lake,3.41,6.12,1.68,7.6,47.81,6.19,167,No treatment,83,25,10,27,96,62553,73.08,57,79,514,39.5,196,31178,6110888,611
Bangladesh,Central,2011,Spring,5.02,6.51,1.18,3.97,43.02,9.79,2884,Chlorination,90,29,13,29,76,33763,88.62,20,98,2620,13.37,18,31178,561204,72
Bangladesh,West,2017,Pond,6.24,6.59,4.61,6.22,29.08,5.16,1839,Chlorination,68,207,26,92,43,97198,62.41,43,90,2344,22.71,583,40437,23574771,6129
Bangladesh,North,2005,Pond,2.93,6.96,4.46,8.99,34.68,13.32,1754,Boiling,93,88,40,31,58,67663,30.71,24,57,1182,27.14,450,34338,15452100,6180
Bangladesh,West,2011,Well,3.52,8.4,4.1,7.85,42.51,18.6,449,Filtration,71,158,30,44,69,86224,74.35,69,74,1826,7.77,775,40437,31338675,9401
Bangladesh,Central,2022,River,3.9,7.58,1.61,9.41,21.1,1.48,2105,No treatment,53,294,3,90,81,1251,25.3,25,95,710,0.6,534,31178,16649052,499
Bangladesh,South,2021,River,6.59,7.79,2.63,3.37,32.74,5.51,1660,Boiling,76,401,43,1,77,51903,2.91,31,44,580,0.81,191,13225,2525975,1086
Bangladesh,South,2015,Pond,8.23,7.52,1.94,8.05,3.37,15.43,618,Boiling,67,333,6,17,84,24289,93.84,45,39,1790,16.58,327,13225,4324575,259
Bangladesh,South,2019,Lake,8.13,7.08,4.13,4.34,16.39,19.29,1413,No treatment,75,49,16,96,8,53732,25.22,22,20,322,21.97,946,13225,12510850,2001
Bangladesh,North,2023,Lake,3.11,7.65,4.93,3.8,15.48,3.65,1656,Filtration,65,161,38,12,29,12411,27.13,22,34,1644,27.44,532,34338,18267816,6941
Bangladesh,South,2004,Pond,6.12,7.6,1.73,9.81,46.16,16.72,118,Boiling,46,219,21,41,3,86723,85.87,29,25,2425,21.25,831,13225,10989975,2307
Bangladesh,North,2024,Pond,7.95,8.22,1.72,3.28,15.61,8.19,2713,Boiling,86,128,31,48,21,82566,80.7,76,46,788,21.6,191,34338,6558558,2033
Bangladesh,North,2022,Spring,5.0,6.17,4.87,7.1,5.5,19.19,1244,Filtration,74,388,0,30,54,63083,99.71,74,48,1049,34.9,168,34338,5768784,0
Bangladesh,South,2009,Spring,2.69,6.04,1.68,5.09,2.22,5.67,4271,Chlorination,65,265,2,92,9,21048,13.14,49,47,2898,4.06,757,13225,10011325,200
Bangladesh,Central,2011,Well,9.69,7.01,3.24,6.87,16.86,11.28,2479,Chlorination,78,113,20,57,73,28665,61.19,16,86,942,15.46,16,31178,498848,99
Bangladesh,East,2006,Tap,2.96,8.23,0.26,6.37,43.79,14.25,276,Boiling,89,140,43,32,45,11798,9.92,16,76,2337,7.12,66,46544,3071904,1320
Bangladesh,East,2020,Well,9.78,7.13,4.59,5.4,27.36,8.79,3391,No treatment,63,120,4,47,97,37587,49.56,19,42,462,1.2,718,46544,33418592,1336
Bangladesh,Central,2011,Tap,0.66,6.13,1.21,6.93,36.04,5.29,2277,Boiling,39,211,31,97,95,5456,29.47,49,59,308,35.79,704,31178,21949312,6804
Bangladesh,East,2011,Lake,0.18,7.24,0.33,7.68,37.47,6.35,1441,Chlorination,96,86,40,70,47,94149,92.87,77,89,2856,37.6,600,46544,27926400,11170
Bangladesh,Central,2013,River,7.44,6.79,3.87,5.62,10.78,19.87,3922,Boiling,53,241,29,99,10,78465,19.97,69,67,2395,2.54,555,31178,17303790,5018
Bangladesh,West,2006,Lake,2.45,7.86,1.74,6.23,22.12,10.9,3527,Chlorination,61,149,15,46,97,57229,41.5,59,61,1399,33.5,349,40437,14112513,2116
Bangladesh,East,2022,River,7.25,7.08,3.63,8.71,34.39,14.19,1153,Filtration,49,105,8,34,32,12521,64.61,37,87,2965,3.19,565,46544,26297360,2103
Bangladesh,East,2018,Tap,5.98,7.45,4.35,8.26,30.56,14.99,724,Chlorination,64,431,40,22,18,56969,18.17,54,76,618,23.04,571,46544,26576624,10630
Bangladesh,Central,2000,Spring,4.56,6.94,3.58,4.13,22.6,19.36,3349,Boiling,58,326,33,81,9,47021,20.52,23,66,1874,28.52,548,31178,17085544,5638
Bangladesh,East,2011,Pond,5.64,7.6,0.29,6.28,11.02,0.42,4409,Filtration,62,226,14,61,61,24714,24.68,29,32,1738,5.15,127,46544,5911088,827
Bangladesh,North,2005,Tap,9.38,6.45,2.28,4.77,34.47,9.13,3554,Filtration,38,461,22,38,75,17972,37.9,19,92,2134,14.09,518,34338,17787084,3913
Bangladesh,South,2004,River,4.92,6.37,3.97,4.76,39.78,12.19,3561,Chlorination,39,202,20,98,47,12919,89.7,65,53,770,25.71,83,13225,1097675,219
Bangladesh,West,2000,River,7.76,6.81,4.95,8.72,48.76,2.03,4416,Chlorination,52,86,40,62,90,13078,41.39,73,81,1844,1.01,698,40437,28225026,11290
Bangladesh,East,2004,Tap,1.07,8.41,3.44,7.14,25.58,1.48,4051,Boiling,51,478,30,91,85,62621,95.95,70,45,1274,28.64,643,46544,29927792,8978
Bangladesh,West,2017,Spring,6.37,6.62,2.75,7.02,47.24,17.29,966,Chlorination,68,288,32,50,68,75227,18.92,86,27,2145,26.04,202,40437,8168274,2613
Bangladesh,North,2006,Well,6.87,6.31,0.21,3.97,8.98,12.78,622,No treatment,62,232,48,83,39,22341,90.6,35,89,760,36.31,105,34338,3605490,1730
Brazil,Central,2022,Pond,5.55,6.64,2.8,4.15,48.69,5.67,1715,Chlorination,88,66,24,86,5,63874,16.69,28,51,679,21.77,611,1612077,984979047,236394
Brazil,South,2016,River,3.19,8.18,2.85,5.75,44.07,19.43,401,Filtration,66,37,2,15,79,34492,99.17,11,98,2967,34.14,910,577214,525264740,10505
Brazil,East,2001,River,6.0,6.01,1.92,8.65,11.38,13.92,1471,Filtration,52,356,14,61,36,73229,37.67,58,72,2111,38.78,518,1558196,807145528,113000
Brazil,North,2006,Tap,2.73,6.84,3.2,6.17,25.61,14.08,2923,No treatment,56,395,24,85,8,94194,83.05,34,82,2601,33.41,360,3853677,1387323720,332957
Brazil,Central,2022,Lake,3.75,7.94,2.73,5.56,43.71,14.56,1256,Filtration,32,282,0,20,96,34989,5.58,45,63,1268,31.83,68,1612077,109621236,0
Brazil,East,2024,River,1.89,6.22,0.59,5.89,46.28,5.88,4346,Chlorination,91,96,43,83,21,12927,35.34,19,55,2351,27.17,598,1558196,931801208,400674
Brazil,North,2003,River,5.38,8.12,2.81,6.02,6.95,12.97,3050,Boiling,57,498,15,96,85,72635,98.5,75,74,2966,31.33,771,3853677,2971184967,445677
Brazil,North,2011,Spring,0.37,6.1,0.21,4.34,32.8,2.03,4191,No treatment,36,421,1,87,49,87665,90.67,14,98,2980,3.27,185,3853677,712930245,7129
Brazil,East,2010,River,7.44,6.05,2.37,8.15,17.09,14.07,4761,Boiling,48,273,23,48,88,87285,90.76,63,98,2128,29.39,475,1558196,740143100,170232
Brazil,North,2017,Spring,5.72,8.29,2.3,6.68,11.64,1.52,1466,Chlorination,81,128,26,41,3,41077,82.09,64,97,2593,35.81,453,3853677,1745715681,453886
Brazil,Central,2014,Pond,7.84,6.58,0.13,4.69,17.18,18.0,3875,Filtration,86,151,22,86,6,59388,16.82,42,75,1384,32.67,193,1612077,311130861,68448
Brazil,South,2024,Pond,1.26,6.44,0.09,6.21,5.95,12.91,165,Filtration,91,287,20,93,64,79258,39.62,66,76,970,17.39,703,577214,405781442,81156
Brazil,South,2016,Lake,2.46,7.83,2.95,9.03,6.54,5.12,925,Chlorination,93,428,12,16,10,7308,8.75,31,55,808,37.79,373,577214,215300822,25836
Brazil,West,2022,River,2.59,7.08,3.75,5.21,12.35,13.9,4075,Chlorination,80,386,24,43,86,64243,73.77,74,84,1814,29.81,990,927286,918013140,220323
Brazil,North,2011,River,0.13,8.4,3.12,6.52,27.16,14.14,2162,Chlorination,33,75,9,85,52,86596,69.55,79,41,2682,32.6,481,3853677,1853618637,166825
Brazil,Central,2015,Pond,5.55,6.66,4.67,6.64,26.23,12.42,4340,No treatment,92,2,32,97,69,56301,53.95,68,54,1097,15.73,412,1612077,664175724,212536
Brazil,East,2016,Pond,7.31,7.73,2.72,9.22,4.8,3.81,306,Filtration,37,369,15,23,66,40623,80.92,78,76,2839,0.43,930,1558196,1449122280,217368
Brazil,East,2011,Lake,8.38,6.05,2.84,5.5,27.4,8.04,2086,Chlorination,50,90,45,15,36,42877,6.38,19,49,991,22.35,43,1558196,67002428,30151
Brazil,West,2006,River,8.93,7.62,1.48,9.65,39.99,10.78,340,No treatment,38,79,2,67,7,45427,56.88,54,78,700,31.69,467,927286,433042562,8660
